system:index,Dist_Road_m,Dist_Sett_m,IDcode,NDVI1080,NDVI2160,NDVI3240,chiliSD1080,chiliSD2160,chiliSD3240,elev,intercept,lat,latitude,long,longitude,riparianDist,riparian_dens1080,riparian_dens2160,riparian_dens3240,slope,waterDistm,year,.geo
0000a52c450774a3ebe0,17403.6868645425,17132.2280931337,JagInfo194,0.44874382,0.42671782,0.42466557,129.588686925257,140.485657395672,151.172287154774,902,1,29.161392,29.1613908912056,-109.085463,-109.0854672761,375,0.666831316374413,0.221715834205826,0.346795554463286,6,3051,2000,
0000f6f84e40acc353f7,22465.7387613862,23072.7920081967,JagInfo180,0.27023298,0.26854846,0.25940424,128.583429612134,136.131726149814,140.465897261055,1144,1,29.195273,29.1952777742789,-109.038034,-109.038025639797,891,0,0.098540370758145,0.174763114060239,25,3104,1999,
0000336989d6aaf47351,16101.6588908305,25966.6042094185,JagInfo190,0.37137458,0.36208278,0.3643888,181.947827186761,159.154455668087,150.760222536277,775,1,29.29414,29.2941556595908,-109.147156,-109.147136914964,245,1.30896517658681,0.856069470961385,0.48879058463723,5,8923,2000,
000072d5008e68d58364,17515.1623495949,15869.0365199141,JagInfo186,0.30097395,0.28530487,0.28387633,168.691757313334,170.769561552723,171.62338787722,1170,1,29.073499,29.0735094116592,-109.052406,-109.052388292225,366,1.97579649296123,1.13321426371867,0.903852980530297,37,5137,1999,
00000e0145d93248901a,17732.5234779118,16477.4263033787,JagInfo181,0.30925566,0.30021036,0.29544157,202.343335683479,168.779604961947,153.718446389891,937,1,29.117455,29.1174501514324,-109.066779,-109.066795827943,541,3.82810570511237,1.73677403461231,1.05677070533301,23,2820,1999,
000038d5ad533c53e8e7,17433.4670531673,16853.3306973802,JagInfo141,0.55934566,0.55741364,0.5500111,155.491584541505,146.691917181466,147.911500615105,952,1,28.738414,28.7384107771885,-109.454349,-109.454363027066,1051,0,0.024635092689536,0.17749378771743,23,8934,1993,
000036500233b2b78024,5102.25111669003,8367.03521914783,JagInfo761,0.58372295,0.58063215,0.57839495,145.578646658702,142.943532328355,139.661588472726,1924,1,28.328136,28.3281326339128,-108.84368,-108.843680999125,1344,0,0.104699143930529,0.270336692061932,18,2810,2005,
000087df8170949a1abd,8238.30316234563,16368.0319760396,JagInfo150,0.3520375,0.35829055,0.35925454,146.618598232224,143.87256348682,134.295655601746,630,1,27.496165,27.4961759919964,-109.0502,-109.050189011072,993,0,0.110857917102913,0.264875344747549,11,9876,1994,
00003a453f5303c1ba2a,9483.52527429058,15821.9029937339,JagInfo162,0.4439058,0.44215697,0.44566697,131.514927438735,145.37436500088,151.026397036967,748,1,27.55753,27.557531447839,-109.049857,-109.04987482805,504,0.691528772536429,0.59124222454887,0.365910270063625,6,10570,1997,
0000d3622b33a3bb0172,9841.48723126535,15869.3772516973,JagInfo174,0.44203895,0.4615087,0.47087047,101.974977743936,115.194524168295,132.954992026126,467,1,27.529345,27.5293447424483,-109.048817,-109.048797629118,53,0.321066930106199,0.45574921475642,0.393217006635537,11,10404,1998,
0000da320b9de9fbe694,13876.9798075345,18812.3825328066,JagInfo176,0.30013677,0.3036813,0.31127244,76.0595646303206,98.7156734535055,124.048276921659,385,1,27.924541,27.9245421006741,-109.565845,-109.565853116542,418,0.197579649296122,0.160128102481986,0.079189536058546,11,19263,1998,
0000a35b521fd8fa1320,4056.67415349647,3915.26506847867,JagInfo175,0.4361686,0.43362918,0.43036106,136.116675067329,139.534744749836,135.766089390082,658,1,28.632282,28.6322617990847,-109.751304,-109.751310866024,438,0.444554210916276,0.270986019584899,0.264875344747549,10,770,1998,
000082e1af9889ae9aec,19583.2774623434,27103.374378143,JagInfo242,0.26544568,0.27799696,0.26969227,144.514560626499,155.699584427475,155.230573859297,662,1,27.961442,27.9614361640996,-110.313815,-110.313833125041,1783,0,0.018476319517152,0.013653368285956,9,20396,1990,
0000eb0c4365d784d1cb,3265.39467065328,4762.16564648128,JagInfo149,0.23065417,0.24685368,0.23923722,83.3377661925773,103.515109039445,95.7626139968566,568,1,29.667697,29.6677192725964,-110.582743,-110.582728908474,641,1.67942701901704,1.95848986881813,1.20149640916414,5,3751,1994,
0000829459fe47a0f855,1357.41774510051,21824.6402659928,JagInfo196,0.18913,0.20716566,0.21948867,7.92038232159571,7.76487022376117,7.14406930236513,434,1,29.041452,29.0414627434283,-110.403734,-110.403734352585,1167,0,0.209398287861058,0.128341661887988,2,6558,2000,
000049637ac83991daf0,832.34407410421,12626.0375221793,JagInfo164,0.25948188,0.2803221,0.29480878,47.8981365446741,81.1268471224603,109.656469386575,1034,1,29.574108,29.5740927320786,-109.989085,-109.989102530292,689,0.024697456162015,0.240192153722978,0.3112967969198,4,1960,1997,
000043af97119504ce02,3816.83756716111,12876.0659287337,JagInfo163,0.35537294,0.32513627,0.31257367,157.847850243018,143.479285748694,139.747374519232,1264,1,29.625753,29.6257533975321,-110.000468,-110.000458002368,1325,0,0.332573751308739,0.431446437836214,32,1514,1997,
0000b497b24301b123da,18861.332091427,19083.3830413106,MABA9,0.5598492,0.5345398,0.5213577,146.171384680636,150.224265389239,153.033447288801,1451,1,30.10417,30.1041643732651,-109.58167,-109.581652034213,559,0.197579649296122,0.117016690275297,0.163840419431474,32,1641,2015,
000018ada3ef8669f8a2,14272.0434090811,17457.285725386,MABA1,0.09624738,0.10751045,0.11414935,143.800619491184,148.076398517285,134.723190551202,1608,1,30.77278,30.7727907270971,-109.86194,-109.861948173011,141,0.395159298592245,0.104699143930529,0.161109745774283,14,5552,2013,
00009d09c52bc02e484f,16166.0588550412,24418.8636878317,MABA3,0.45812964,0.46112886,0.46254727,142.24987829629,144.554204704731,144.678256664956,1854,1,30.91222,30.9121982222305,-109.90639,-109.906382628962,856,0.296369473944184,0.252509700067746,0.193877829660577,17,4696,2012,
0000ae3ef076496071ca,16690.1999185747,24064.9773931587,MABA2,-0.043659877,-0.026544912,-0.021542463,158.694680421963,150.69900841383,142.979273179205,1743,1,30.91833,30.9183472328014,-109.90528,-109.905260546741,143,0.469251667078291,0.326414978136355,0.234837934518446,23,3990,2013,
0000faa00ae3355025ba,16221.0020999307,23949.0010268466,JagInfo575,0.4866005,0.47409523,0.48227364,143.891260447767,151.144912034065,143.974265965428,1917,1,30.916,30.9160133017818,-109.90932,-109.909300042736,396,0.271672017782168,0.320256204963971,0.212992545260916,37,4371,2009,
0000993fd341f17702cc,7103.28027991184,23117.5995458842,MABA12,0.3197848,0.31886214,0.31376067,145.830619216658,166.540595703629,155.172451270599,1207,1,30.83727,30.8372880131585,-110.58892,-110.588922802334,40,0.987898246480612,0.634353636755558,0.4669451953797,11,6119,2010,
0000fd7b9215585b8cb1,11880.5225413277,23550.908944264,JagInfo710,0.2665452,0.27687743,0.28928205,147.87463713532,158.199679112637,158.078630359074,1353,1,30.816333,30.8163275172707,-110.54325,-110.543231614296,382,0.123487280810077,0.03079386586192,0.057344146801016,10,3386,2012,
00003cadac52ee7891de,12303.6267952857,23861.2038083287,JagInfo709,0.28123617,0.2841731,0.29624042,162.917164576096,162.580871247434,159.783655651146,1383,1,30.811205,30.8112108223431,-110.542816,-110.542827664696,888,0.024697456162015,0.03079386586192,0.035498757543486,23,3440,2012,
0000bef9b5774321b86a,10241.5540594117,23817.5005142562,MABA13,0.20189472,0.20033431,0.20692001,154.687988395282,160.931237417914,163.211102314635,1279,1,30.82637,30.8263813739706,-110.55601,-110.556023351615,424,0.296369473944184,0.141651782964833,0.081920209715737,35,4661,2011,
000029d83cfe6fe15066,10360.1518335916,23850.4269239933,JagInfo711,0.26458383,0.26301876,0.27133325,153.804136070235,160.728049491775,162.294142554352,1282,1,30.825222,30.8252144084608,-110.555388,-110.555394985571,546,0.246974561620153,0.141651782964833,0.073728188744163,31,4592,2012,
0000dc0312dd72f891c7,6908.67527205839,11152.419779574,JagInfo169,0.33110073,0.32440004,0.31255946,150.647644075506,141.262299202035,130.723883771637,1515,1,31.5166,31.5165965897341,-111.166,-111.165987246935,699,0.074092368486046,0.086222824413377,0.070997515086972,26,3039,1998,
000060a8d4c2832353a4,1780.78776039251,6455.46918997836,JagInfo810,0.24651769,0.24250859,0.24590588,150.930011385629,124.863240624123,135.03855628472,1774,1,31.815455,31.8154744101118,-110.788682,-110.788698320955,1135,0,0.055428958551457,0.196608503317768,19,6122,2012,
0000272dff81369d50cc,1780.78776039251,6455.46918997836,JagInfo805,0.083391406,0.10009668,0.09339089,150.930011385629,124.863240624123,135.03855628472,1774,1,31.8154548773,31.8154744101118,-110.788682107,-110.788698320955,1135,0,0.055428958551457,0.196608503317768,19,6122,2013,
00000fbcb4600fad5d29,3339.93797861924,13064.3711192547,JagInfo814,0.3530677,0.34052348,0.3496636,115.6906026674,131.908859366798,125.77985999053,1719,1,31.725234,31.7252141162569,-110.788887,-110.788877854111,211,0.37046184243023,0.277144792757283,0.387755659321154,13,3797,2012,
00007f9e5aed903d4510,3339.93797861924,13064.3711192547,JagInfo848,0.085594274,0.08019533,0.07766152,115.6906026674,131.908859366798,125.77985999053,1719,1,31.72523409,31.7252141162569,-110.788887086,-110.788877854111,211,0.37046184243023,0.277144792757283,0.387755659321154,13,3797,2013,
0000a61ee2bdaf7f685a,6813.7473550599,12100.1942444787,JagInfo843,0.12464411,0.12635806,0.10589532,117.545977081431,105.778309428116,111.854028231156,1602,1,31.635143,31.6351333555574,-110.894545,-110.894533116037,362,0.543344035564337,0.234033380550594,0.114688293602032,10,3356,2013,
0000736e92cab0b09f68,6813.7473550599,12100.1942444787,JagInfo811,0.2949585,0.28790265,0.30758077,117.545977081431,105.778309428116,111.854028231156,1602,1,31.6351426713,31.6351333555574,-110.894545346,-110.894533116037,362,0.543344035564337,0.234033380550594,0.114688293602032,10,3356,2014,
00002841468d3d2c0ef9,3297.35083710828,10054.4070296646,JagInfo830,0.11666523,0.11363752,0.10596739,98.332943139705,116.1153740078,125.865833967326,1573,1,31.635012023,31.6349987056909,-110.789091148,-110.789102270555,983,0.074092368486046,0.184763195171522,0.37683296469239,12,850,2013,
0000b9193c2ca3678059,7160.83794187529,37245.6691432486,JagInfo322,0.21301828,0.2194523,0.22302034,127.699934175268,126.157677872511,120.364942472009,1591,1,31.410549,31.4105373782079,-109.070038,-109.070027424739,2228,0,0,0.02184538925753,13,4484,1996,
0000af98173c69595f38,7684.19102382939,7008.06952268016,JagInfo126,0.20820156,0.18520923,0.19111712,93.842647821542,89.1272355360086,103.677179632273,1767,1,30.664075,30.6640834015294,-108.472672,-108.472675733583,1730,0,0.043111412206689,0.245760629147211,11,1526,1989,
